rank,rating_numeric,num_played,player_id,summoner_region,riot_id,puuid,rating,live.encryption_key,live.game_start_time,live.match_id,live.player_id,live.type,stats.RecentResult.ItemData.AD,stats.RecentResult.ItemData.AP,stats.RecentResult.ItemData.Tank,stats.RecentResult.avg_similarity,stats.RecentResult.board_strength_percentile_sum,stats.RecentResult.damage_percentile_sum,stats.RecentResult.lpChange,stats.RecentResult.num_played,stats.RecentResult.percentile_count,stats.RecentResult.place_sum,stats.RecentResult.topCarries,stats.RecentResult.wins,stats.appMatches,stats.currentPatchResult.ItemData.AD,stats.currentPatchResult.ItemData.AP,stats.currentPatchResult.ItemData.Tank,stats.currentPatchResult.avg_similarity,stats.currentPatchResult.board_strength_percentile_sum,stats.currentPatchResult.damage_percentile_sum,stats.currentPatchResult.lpChange,stats.currentPatchResult.num_played,stats.currentPatchResult.percentile_count,stats.currentPatchResult.place_sum,stats.currentPatchResult.topCarries,stats.currentPatchResult.wins,stats.num_played,stats.place_sum,stats.wins
207,4130,536,233338481,jp1,マックでDS#1910,5yBYcs_kl9jGTp465CtGdGZVOV5CryMF7Y399TgVXl9b2UsZsTop2wmDLGK_pHLNrb2VI_6fM-42Bw,CHALLENGER I 1330 LP,,,,,,95,55,106,0.214,1034,1133,-13,20,20,73,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 4.666666666666667}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 4.1}]",4,True,,,,,,,,,,,,,536,2018,125
208,4130,666,263009517,na1,Jia Na Da E#加拿大鹅,78dgaZGrIUKYYGWbIx49GVnKoc15l4X3oOLG_PEULiapsD4KXYZ5DrR78wq71pq-RmFjWoHqP-KgHg,CHALLENGER I 1330 LP,,,,,,67,74,128,0.2156,816,1048,194,20,20,64,[],3,True,,,,,,,,,,,,,666,2750,109
209,4129,504,4576009,na1,jdzielinski#PMD1,zw1E3AKZnW9zxYtAYJZqsM7HgkhbZ2RPqSucrZdJrH0w09fyqjEcLXxciGApTxBhGUa9sZOvy4Y1vw,CHALLENGER I 1329 LP,,,,,,40,93,107,0.0826,805,959,-204,20,20,85,[],1,True,,,,,,,,,,,,,504,1940,105
210,4129,268,3973622,eun1,Diwad92#EUNE,oKbGgX06LPoDy-LasEGA1sWSdD5G5BvhcFg497Lzv4hmkzMxBf-58ftn0MEGrnDP-xnwT61hboYo6g,CHALLENGER I 1329 LP,,,,,,84,75,138,0.2359,960,802,77,20,20,68,[],4,False,,,,,,,,,,,,,268,985,51
211,4128,1215,207556119,vn2,SW Castro#168,7I8g4gYlF3jiEaCo9Xwu0zRpANH1aOCxDEMAu24cQBA58g0m5vtTp0Iq1a9vzbQbT_qHKDrzvOCiDw,CHALLENGER I 1328 LP,,,,,,110,60,85,0.2127,1211,1170,52,20,20,75,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 3.4166666666666665}, {""character_id"": ""TFT15_Ashe"", ""count"": 9, ""avg"": 3.3333333333333335}]",5,False,35,26,33,0.2153,385,420,20,7,7,26,"[{""character_id"": ""TFT15_Ashe"", ""count"": 4, ""avg"": 3.75}, {""character_id"": ""TFT15_LeeSin"", ""count"": 4, ""avg"": 3.75}]",2,1215,4907,240
212,4128,297,567251,kr,vella#vani,JsK6Q8mTs86t3Zh5-VTIJZrRY332S8Bzm_0voV-gLu5I4mEgOhtGnmFW7is-M4bSyEodOzWeuK7YOQ,CHALLENGER I 1328 LP,,,,,,90,83,84,0.2002,781,1200,138,20,20,76,[],4,False,,,,,,,,,,,,,297,1180,58
213,4126,202,240742,kr,이터널리턴#좋아요,b2Dj15tWtcrquT-HtibssmqISkE4W4gQyreLOLUxbJGSGfmMLlcXB5SUCXisBXWW4VBPrkCtPLtELw,CHALLENGER I 1326 LP,,,,,,60,81,80,0.1323,790,1145,-140,20,20,89,[],4,False,,,,,,,,,,,,,202,696,42
214,4126,307,241226849,vn2,BaoDoHereAgain#vn2,OuANZkaTJipUfYhwXnnPK3f5hUktpslQCPRb1BV07jixBxLS9ivcvMFzuXbeNaJ2tY4QXq4jfyhDbQ,CHALLENGER I 1326 LP,,,,,,68,62,109,0.3013,1054,1130,-79,20,20,81,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 3.3333333333333335}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 9, ""avg"": 4.090909090909091}]",5,False,25,19,34,0.1489,318,277,4,6,6,23,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 3, ""avg"": 3.6666666666666665}, {""character_id"": ""TFT15_Zyra"", ""count"": 3, ""avg"": 3.2}]",1,307,1195,53
215,4125,729,4254096,kr,싹싹김치맨#kekw,bw4-YC-Xf8S_FUn_dwv9WS5pLEEHi33jWOXMwpaL3ISdigVVePIch7Wwqd5OteSjqJnPTSbXu7w6qQ,CHALLENGER I 1325 LP,,,,,,65,71,105,0.2829,849,844,375,20,20,61,[],2,True,,,,,,,,,,,,,729,3124,103
216,4125,1087,138363039,vn2,Duc Cuong#0901,RaAz3UG9fX8kWcjgeirouCB0qeG6iAgw3l4eGye-fW6pXZ_b7zjGycQwdhOgLw4RXDOASpavrBaoOg,CHALLENGER I 1325 LP,,,,,,71,57,94,0.4118,1037,1117,47,20,20,81,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.888888888888889}]",2,False,17,6,16,0.1984,141,173,38,3,3,10,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 2, ""avg"": 3}]",0,1087,4729,166
217,4125,366,3890836,kr,잘난 게 죄니#jjjjj,MQQq8cnZzTMJcknAi-m1MVoQziX9n3yystEZ1C6fjqmPTdDjyz3Z6ysXSmLyl7pfInkT5u7DpZ1v9w,CHALLENGER I 1325 LP,,,,,,81,72,100,0.1211,797,658,180,20,20,74,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 4.333333333333333}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.4545454545454546}]",0,True,0,9,5,0,85,13,19,1,1,3,"[{""character_id"": ""TFT15_Karma"", ""count"": 1, ""avg"": 3}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 1, ""avg"": 3}]",0,366,1493,44
218,4125,880,4500781,euw1,OUAT Ikeragnell#88888,LQqfdkdgiDPXrSVN1IosR_2cwnYt2K4KmPORwsokGCxeDIMnqF2z2-theLAwr_JdpTK1Xd1V_DgJdQ,CHALLENGER I 1325 LP,,,,,,68,92,114,0.1866,997,1066,-88,20,20,76,[],3,False,,,,,,,,,,,,,880,3717,132
219,4124,600,142606374,na1,IronBog#999,p6WFVXgpxMD3x3V_5VaHD720FtDy16FFg54A8w0haLXvSo6D16eDtiKTqVWgnlX_U-Z40iazIWxJYA,CHALLENGER I 1324 LP,,,,,,106,61,103,0.3965,1307,963,95,20,20,64,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 10, ""avg"": 3.1}, {""character_id"": ""TFT15_Ashe"", ""count"": 9, ""avg"": 3.111111111111111}]",7,False,,,,,,,,,,,,,600,2369,132
220,4122,618,3124072,kr,ROC Ssangyeop#ROC,DVMxj-n2qKQjmqTOqXXfB3k69enMCBfiot1QqJELRWkHeo-tZ7_lXQ6wIX0qtDWjSBTv4-bpuUspmQ,CHALLENGER I 1322 LP,,,,,,89,65,103,0.293,1382,1277,-128,20,20,81,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 3.769230769230769}, {""character_id"": ""TFT15_Zyra"", ""count"": 8, ""avg"": 3.4615384615384617}]",5,False,,,,,,,,,,,,,618,2436,125
221,4122,695,353859210,vn2,TTT#3864,ZgVFBHhJ28Vbw1_etnbHmxsm-oHFCoju0jDwmXsegwsDlRrJ09zyciTlL8J76fd-Zwgpd4XOo2UUXg,CHALLENGER I 1322 LP,,,,,,92,50,110,0.1436,893,836,-331,20,20,94,[],2,False,,,,,,,,,,,,,695,2923,132
222,4121,843,142139042,vn2,Chiều Tà#2511,v32v4QTZ6tJzbIuqZBimOMnxLf68u5qaWWjhYC1E0VBGTQLMQ-6uRUG5YdxEqORadGBmpyxPxvwitA,CHALLENGER I 1321 LP,,,,,,101,42,137,0.1821,1077,843,113,20,20,74,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 3.25}]",3,False,6,0,6,0,88,55,-13,1,1,5,"[{""character_id"": ""TFT15_Ashe"", ""count"": 1, ""avg"": 5}, {""character_id"": ""TFT15_KSante"", ""count"": 1, ""avg"": 5}]",0,843,3615,114
223,4120,579,4632535,euw1,GLAVUTANTHEGREAT#EUW,0LvwfL6k1O1VqP5l-22xzWT_jKO93CZbzQha5XtkuDj3vaZyl_6ZdcwnTbzb3vkbmDxYMK4OTFbfXA,CHALLENGER I 1320 LP,,,,,,75,60,101,0.2355,1069,967,96,20,20,74,[],5,False,29,33,36,0.0952,353,333,110,8,8,25,[],1,579,2448,103
224,4120,431,4661321,kr,팥죽팥죽팥죽팥죽팥죽팥죽팥죽팥죽#kr2,jDGRYeYh40eYnkslssxPOJRiSu6lkZ4UZr8gJvMmajLdrG0hlcP7VmU5pNP6mwhPqr-mtJUurz7Aeg,CHALLENGER I 1320 LP,NqU0xk5zQDE7xnVnrVb/I4LHdlsjrr3+,1762358174946,KR_7900140423,4661321,leaderboard,68,79,122,0.1919,965,1012,68,20,20,76,[],6,False,,,,,,,,,,,,,431,1781,68
225,4120,420,334452,tr1,MFD Amidamaru#TR01,VqlYwPrwCVH1maJIpegIdOqQY9a286Bh8tJhYRoT2643_YlBrHYWGvOsKw2sJZPPM50jJbHWk6hCGQ,CHALLENGER I 1320 LP,,,,,,88,60,100,0.2712,827,1219,-59,20,20,74,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 4}]",4,False,,,,,,,,,,,,,420,1602,76
226,4119,576,4587096,kr,발 명#1234,_bPvuv-pVYdALmmIpbQ5pw4kXj85T5K7HBPkhugV3emNj57DgB4BkgGzLImBddu3IysPjR2mHSRRpg,CHALLENGER I 1319 LP,,,,,,98,62,93,0.2665,1104,850,-80,20,20,87,[],4,True,11,19,23,0.2852,230,182,-28,4,4,18,"[{""character_id"": ""TFT15_KSante"", ""count"": 2, ""avg"": 5.333333333333333}, {""character_id"": ""TFT15_Yuumi"", ""count"": 2, ""avg"": 3.5}]",0,576,2328,87
227,4119,740,138664854,vn2,HLG Kẻ Đến Sau#Tuyen,6xq4FVli3hVx3q9bHn4kGcHVHf_YlnX9HI5wEFvZf_obcueduJm6kSyxX09-YIChg_9XGBw2nfrNsQ,CHALLENGER I 1319 LP,,,,,,67,80,101,0.1269,1015,915,140,20,20,71,[],3,False,0,4,4,0,48,28,-30,1,1,6,"[{""character_id"": ""TFT15_Leona"", ""count"": 1, ""avg"": 6}, {""character_id"": ""TFT15_Yuumi"", ""count"": 1, ""avg"": 6}]",0,740,3170,134
228,4119,525,467433257,vn2,todokanai koi#dmhrk,b0dxtd4vzGLD1Dl19MuUbU1ChjNsEjN2szsOZmr3yqyRDE5zSenbENecPix9vAh-Byyf9k21Uc_dpA,CHALLENGER I 1319 LP,,,,,,95,55,102,0.3305,718,1120,-61,20,20,80,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 3.5384615384615383}]",5,False,12,9,12,0.125,31,39,-18,2,2,9,"[{""character_id"": ""TFT15_Braum"", ""count"": 2, ""avg"": 4.5}, {""character_id"": ""TFT15_Samira"", ""count"": 1, ""avg"": 7}]",0,525,2124,116
229,4119,588,4393101,kr,라기입니다#KR1,FnEJ_2EIotszKptmnHPD22rYmD1W4wFz4F5xFSFRx_OyRzZxpW6oOSscRdjFKWHp_G0JbRMuVl78hg,CHALLENGER I 1319 LP,,,,,,60,82,95,0.126,989,1183,225,20,20,71,[],4,True,9,15,11,0.2667,187,79,37,3,3,11,"[{""character_id"": ""TFT15_Malzahar"", ""count"": 2, ""avg"": 3}, {""character_id"": ""TFT15_Gwen"", ""count"": 2, ""avg"": 4}]",0,588,2522,103
230,4118,1032,965438,kr,김준민#0213,5px7ezD5cok7MGhr_325fKXy8beetLZKaESUNmg1wfLVDGE9xFlBZnVbZfoEQYalFfWsOdczKgvJFQ,CHALLENGER I 1318 LP,,,,,,95,55,114,0.1868,1366,935,118,20,20,72,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 2.7777777777777777}]",4,False,,,,,,,,,,,,,1032,4151,148
231,4118,354,221056349,vn2,MF Nghe lén#emNhi,rvZeB_7dF3JSETZ3cfZ4Xkk3-MYa1JqaltSLchp2Q1Wry0JtC4KrC6R-6qFkUY5k5_VngNJHLvTobg,CHALLENGER I 1318 LP,,,,,,92,62,117,0.2184,625,1053,193,20,20,71,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.909090909090909}]",7,True,,,,,,,,,,,,,354,1432,52
232,4118,433,138071156,vn2,Sphyrnus#0512,exBF_qnX2o4Ib0-cbvvPoZcAZwQAg0gm4uhK4C1t7kqf-mDdVmA8Xue4SsMvlEO38hxw6WV1RHtQZg,CHALLENGER I 1318 LP,,,,,,61,72,108,0.1465,1064,1094,214,20,20,68,"[{""character_id"": ""TFT15_Leona"", ""count"": 9, ""avg"": 3}]",3,False,,,,,,,,,,,,,433,1790,50
233,4118,873,297214861,jp1,tapi#7176,DJf4pS4yUbTZ3WHypLdGl0ayEqp5AKjSLE1sVAFQbemYVjgfhgWeqP7N9YhgTL-1FtkJLUZ8ctHLyQ,CHALLENGER I 1318 LP,,,,,,68,55,105,,1249,910,-162,20,20,84,[],1,False,36,32,55,0.2364,691,424,-39,11,11,42,[],1,873,3482,168
234,4118,514,4296551,kr,알트베르타#KR1,qyqdBrqRuXn2imOFO2KCoM5PISDbg0uSGTDbnjt6qCFnKZvSSEr_-AI7skgAw6aUIObJpY-YNiM59g,CHALLENGER I 1318 LP,,,,,,91,63,105,0.161,1050,933,156,20,20,74,[],1,True,1,13,16,0.25,176,51,41,2,2,5,"[{""character_id"": ""TFT15_Malphite"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Shen"", ""count"": 1, ""avg"": 2}]",0,514,2167,84
235,4118,379,4437487,na1,100T Dishsoap#NA2,XJMEOKw7WDxHssja3FmnmEiFVfiUMTjQOuUJXK53jKjpoYH-jRbj3mPvEW_x3sMMd8XmZ0UhJUsyHw,CHALLENGER I 1318 LP,,,,,,58,77,106,0.0911,1003,1223,157,20,20,69,[],6,False,,,,,,,,,,,,,379,1437,75
236,4117,490,209104281,na1,LadderSlayer#NA1,-g2-1sgisJLaanoXEdjzTFiOlx_sb6nMNFTVP7iAkjAa6EFzMR6wsSz6Eb6QGQbUqRLkHyUIRbT3LA,CHALLENGER I 1317 LP,,,,,,72,85,105,0.1772,1007,1147,118,20,20,72,[],4,False,,,,,,,,,,,,,490,1892,80
237,4115,590,486923,eun1,TSI addicted98#GRE,3q06iT8165myBqQbDvzG5CuxRiGFsFIFmJMtOb8GbtIOzWeRUlMge9KnejU82J3WJ3bEoCYOSlogag,CHALLENGER I 1315 LP,,,,,,83,67,104,0.2199,1063,1128,312,20,20,58,[],5,False,,,,,,,,,,,,,590,2446,101
238,4115,272,352634436,na1,GobosteurNA#2325,zDfep6q2YpffD3KOchgR9ISLng6aQxINHzLVKwgdhqly9Fbq9lBT_wDssdzwA86iJGLnQGmZ600A8w,CHALLENGER I 1315 LP,,,,,,81,95,80,0.2379,1269,958,7,20,20,76,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 3.2}, {""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 2.909090909090909}]",5,False,,,,,,,,,,,,,272,1033,53
239,4114,1035,140819909,vn2,MP Serend#1501,64IulavwAFkqS4QgJDIIzf5opXAV9olUlVzaBvV9_ASHJdvz-OZtxHg4qX2qZBCpJyHMpl8EmbMB0w,CHALLENGER I 1314 LP,,,,,,85,51,104,0.1965,1120,853,35,20,20,77,[],4,True,6,6,16,0,132,13,20,2,2,6,"[{""character_id"": ""TFT15_KaiSa"", ""count"": 1, ""avg"": 3}, {""character_id"": ""TFT15_Darius"", ""count"": 1, ""avg"": 3}]",0,1035,4421,142
240,4114,696,4406012,la1,Lycoris#PIG,ykHLkbbkCr_u7MDit1wqZ5M-GOFvm2wZgGIkro_FfOFuObOX2eSxVxQY0lQDQiCI2rz552l1w69D0w,CHALLENGER I 1314 LP,,,,,,100,66,109,0.3478,1222,1042,94,20,20,69,"[{""character_id"": ""TFT15_Braum"", ""count"": 13, ""avg"": 3}, {""character_id"": ""TFT15_Zyra"", ""count"": 8, ""avg"": 2.8181818181818183}]",7,False,,,,,,,,,,,,,696,2740,130
241,4114,784,138014846,vn2,I7I3IJ#4701,ch5mWD296rCZBnFi004Jj8ZBq7TYrXRJLaHwJk8rtaSa5HdqITjpA2CyaseFPnkBjtDvAdATIpkXsA,CHALLENGER I 1314 LP,DXSTjwugUGlaAXQzIe5Hv9i6iwFYhnLm,1762357970763,VN2_1117582089,138014846,leaderboard,80,62,102,0.2872,769,734,-243,20,20,89,[],4,False,3,0,8,0,52,40,-31,1,1,6,"[{""character_id"": ""TFT15_Vi"", ""count"": 1, ""avg"": 6}, {""character_id"": ""TFT15_Smolder"", ""count"": 1, ""avg"": 6}]",0,784,3194,140
242,4114,274,140276171,vn2,E Z#999,j0Vq8uT42VTRsNy9TkhHflIqvmMfGwYjjAV8ajFvlSp89RXHf-hKD-Kpy_s9zEiImWe0AsJlIBOSRg,CHALLENGER I 1314 LP,,,,,,54,99,123,0.2993,841,1162,348,20,20,58,[],4,False,,,,,,,,,,,,,274,1081,42
243,4113,566,234679455,vn2,roblox player#23456,yYjJKTUc-kiKtq1XCN8qnmTiqnzn2i3gWXEdsBgQZmJmKZaqTYZHGkQNSt0J67eyWGY3bar6q52f-g,CHALLENGER I 1313 LP,,,,,,85,72,99,0.2667,1081,851,241,20,20,68,[],4,False,,,,,,,,,,,,,566,2314,90
244,4113,589,459190478,kr,Carpe Diem#0124,_3vtBphFec8fApoBTLIabnjANIxSk6SnohmITRKv0-4CuLaQysjpBP6xbHbYkfgBFQnZPZrkgFNEtQ,CHALLENGER I 1313 LP,,,,,,74,68,102,0.2276,1096,848,78,20,20,75,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.9}]",5,False,5,6,16,0,129,100,74,2,2,3,"[{""character_id"": ""TFT15_Sivir"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Malphite"", ""count"": 1, ""avg"": 2}]",1,589,2421,101
245,4111,288,306381154,na1,YONE#YQW0,tEqJ9QX8_K_CbBLe7BiFtlRkforXLr8Cyz2XCkJmKQifa2p4-cANilXKxMcDZ4efsFuBZKSfGUbjTg,CHALLENGER I 1311 LP,,,,,,85,68,141,0.4004,1111,1072,202,20,20,63,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 11, ""avg"": 2.5}, {""character_id"": ""TFT15_Zyra"", ""count"": 11, ""avg"": 2.857142857142857}]",6,True,,,,,,,,,,,,,288,1073,64
246,4111,253,253494562,euw1,yueluoo#EUW,xsM-zz6P9KDY-i_LbmPO7xrLxtd0k-8nAXtWXQjuUPwMeZWBmLHbz57dR2Cl3_lhY_BtvbkPZt4s3w,CHALLENGER I 1311 LP,J7xBAaheJb27RBb9hj3b4/81+8aunXYM,1762356965737,EUW1_7593090561,253494562,leaderboard,84,64,106,0.3018,877,996,239,20,20,64,[],4,False,,,,,,,,,,,,,253,955,54
247,4110,329,4668482,jp1,ただいまゆうみ#JP22,lCSyZ26KPGrhTirnV70rgjrxr7glJ9GO2TGKM16W1adDzh-5YjL94swV4vn5bUrqoLhw0vHKFT9IIw,CHALLENGER I 1310 LP,,,,,,73,84,129,0.3007,736,947,132,20,20,71,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 2.6363636363636362}]",5,False,,,,,,,,,,,,,329,1227,52
248,4110,1255,266216844,jp1,新山玉#JPN,LOEU0DbPE3cxzorBjXqkwqNavSf9B8iEVMk1c8pvjzB8S0x-IHPefHebp6cfHHiKy0yk_RvzNn2Edg,CHALLENGER I 1310 LP,,,,,,76,85,112,0.3011,962,1069,192,20,20,67,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.3333333333333335}]",4,True,6,9,10,0,107,67,29,2,2,5,"[{""character_id"": ""TFT15_Kayle"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Zac"", ""count"": 1, ""avg"": 2}]",0,1255,5324,141
249,4110,558,142207431,tw2,波被波波波波#BOBER,ZuS99oTkVUFWn7Zee1VEj_RjhCUHOWPDTRXcAn9OnBLrIWIx6ZlsGCk8mGVvBquADt54H5qG9JRsHQ,CHALLENGER I 1310 LP,,,,,,77,86,101,0.1993,799,862,107,20,20,69,[],5,False,3,6,7,0,12,11,23,1,1,2,"[{""character_id"": ""TFT15_Swain"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Karma"", ""count"": 1, ""avg"": 2}]",0,558,2294,105
250,4109,307,138965121,vn2,Lãnh Thiên Hà#99999,0kXTiLSwz05lI6JBeGCRMGh3ozQHHgyGT9CThQuYjD8TO_ME41fmiS6tfD-_C7Sx6hZfkDXUDI1EHA,CHALLENGER I 1309 LP,,,,,,48,100,140,0.3297,1004,1095,215,20,20,66,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 3.6363636363636362}]",7,False,,,,,,,,,,,,,307,1236,52
251,4109,769,371767435,vn2,HLG Lele1#216,euKavnjXEeSn4P9FQvenzPgdMnHS4LUA9aBwU2LPLOz3EXmZsQLLVp0RPn-E3477uwN83Ze1kgnBhA,CHALLENGER I 1309 LP,,,,,,93,62,95,0.3016,1150,1147,-125,20,20,87,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 4}]",2,False,4,3,7,0,73,69,30,1,1,2,"[{""character_id"": ""TFT15_Kayle"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_KSante"", ""count"": 1, ""avg"": 2}]",0,769,3211,124
252,4108,460,433720853,kr,킹윤성#2005,LWG0sXega2gZE9v5TVc1KVFp25hFYBuJ3enArVAzjDG702bCASiVRxrloSHhy7PlZbn2KA7IclYnsg,CHALLENGER I 1308 LP,,,,,,87,64,91,0.1222,1080,966,-13,20,20,81,[],3,False,14,3,0,0,100,129,-27,2,2,10,"[{""character_id"": ""TFT15_Darius"", ""count"": 1, ""avg"": 5}, {""character_id"": ""TFT15_Malzahar"", ""count"": 1, ""avg"": 5}]",0,460,1909,68
253,4107,677,1997984,kr,오퍼트류#KR1,3BU7e5yVd2SaXk_s7svidlgjIBnXrdtAVDnXs2oLKABXEthYevcAe_pgiEgomFdvETqY1rIRUIKtng,CHALLENGER I 1307 LP,,,,,,67,69,121,0.1965,848,1097,125,20,20,75,[],4,False,5,11,18,0.6111,80,202,23,3,3,10,"[{""character_id"": ""TFT15_Leona"", ""count"": 2, ""avg"": 3.3333333333333335}, {""character_id"": ""TFT15_Yuumi"", ""count"": 2, ""avg"": 4.5}]",1,677,2901,110
254,4106,800,3376316,na1,wang the bang#NA1,cEwnMhimHWiI-pOFhFNIEIP6bmQ9tVVfEeHyCYReXwrFSlHah9d-nVqbDnomEyoCDIhTJUqC1QViDA,CHALLENGER I 1306 LP,,,,,,84,68,106,0.2788,1258,1123,98,20,20,71,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 2.4615384615384617}, {""character_id"": ""TFT15_Zyra"", ""count"": 8, ""avg"": 3.3}]",5,False,,,,,,,,,,,,,800,3263,159
255,4106,552,138084332,vn2,HiamAV#luvH,MBHc5mWTxZnu4cADeZrldCrimi-2_AprDv81t6Q_dn4yiZW3S5IZEJjDFUUkywgNSZBx4tSZxDaRWQ,CHALLENGER I 1306 LP,,,,,,63,72,100,0.2534,892,1080,19,20,20,77,[],3,False,13,11,24,0.1204,194,256,-38,4,4,19,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 2, ""avg"": 3.5}]",0,551,2297,85
256,4106,500,1562903,na1,rain99#lin,debA3cBxie2EzNVPoOlpbTgGBFw3G_8RpK09GmFDN-7t2vBW_cAzgsLT8sC9UuiYeralJHcN3Vuwjw,CHALLENGER I 1306 LP,,,,,,76,77,90,0.1775,1055,945,-66,20,20,81,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.6}]",3,False,,,,,,,,,,,,,500,2076,82
257,4105,1232,291799,kr,노련한성호#TFT,89AJHY7rTiCxbwO0bRXwFy925afPh_4GIqnoHto1p96S--OJcQugXJprCiLCp1zRvqhfYmMONwe2Hw,CHALLENGER I 1305 LP,,,,,,77,56,83,0.1661,1085,1006,-130,20,20,87,[],2,True,24,15,28,0.1516,398,278,-58,6,6,28,[],1,1232,5321,156
258,4105,594,363920425,sg2,Xuanmingo#aaaaa,ZbiUm-pm8pBXQFuye3cpe1ReAhODV_a-A5bDZiF97ct33KgsbgHr64RyXkD5mT3pwUo1eC5Jfq22DQ,CHALLENGER I 1305 LP,,,,,,109,60,103,0.2239,1181,1261,68,20,20,71,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.4444444444444446}]",6,False,31,1,24,0,235,246,-143,5,5,29,"[{""character_id"": ""TFT15_Smolder"", ""count"": 2, ""avg"": 5.5}, {""character_id"": ""TFT15_Volibear"", ""count"": 2, ""avg"": 7}]",0,594,2350,100
259,4105,643,257807409,vn2,Maanx#Vd1,Tay-qbFELHiVUM1lqRfzfnP3yKQ-aW6sOW6_czzgGim8bt6yIwyVAmHilFqzYHPcbc9mPFMZ6B79qg,CHALLENGER I 1305 LP,,,,,,83,41,90,0.2963,1059,1205,-67,20,20,83,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 4.071428571428571}]",2,False,,,,,,,,,,,,,643,2586,122
260,4104,675,364280483,vn2,Jibo9#jibo9,w7WXsosP1MQjBzQfZupuGRuHz9sGQBlAgdntOMYJ-rLMUHE1FudaG35Wwkh88qEJi-juZSMHud2aZQ,CHALLENGER I 1304 LP,,,,,,87,65,109,0.281,1146,918,154,20,20,74,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 3.8}]",6,True,,,,,,,,,,,,,675,2880,112
261,4104,595,171520,kr,박상타#KR1,f-ALGrVrOUruWV7bfLdMu5mI3vgo0DbdBd8dLRAFd7hOKZ633q-DXEKGVrNE4uTx1QhYk4YW7jWHIw,CHALLENGER I 1304 LP,,,,,,106,56,83,0.1481,851,773,368,20,20,58,"[{""character_id"": ""TFT15_Gwen"", ""count"": 8, ""avg"": 2.5454545454545454}]",2,False,,,,,,,,,,,,,595,2516,81
262,4103,439,138009495,vn2,dnguynhtmnh#minh1,vdWiI1xXM3xN6mWOav-PBaw-ScmLpVdSk1KJBYwC9IVSpeLOWPRHi0s9uVFGqwekJ4jDfKvx7lgLCQ,CHALLENGER I 1303 LP,,,,,,57,60,117,0.1126,888,806,47,20,20,75,[],1,False,17,3,22,0.1111,120,156,-80,5,5,25,"[{""character_id"": ""TFT15_Smolder"", ""count"": 2, ""avg"": 3}, {""character_id"": ""TFT15_Sett"", ""count"": 2, ""avg"": 3.5}]",0,438,1768,68
263,4103,540,506797,kr,모 찌 늉#모찌늉,LGBzVg7TjS33hV9ztYHJsoWtWNfjo6JZPDyEAtvmYs3mhyLhKDRcigDDOLbZ71J5m5cDiLu6ES7ffg,CHALLENGER I 1303 LP,,,,,,74,74,82,0.1734,1074,856,-41,20,20,84,"[{""character_id"": ""TFT15_Sett"", ""count"": 8, ""avg"": 4}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.25}]",0,False,,,,,,,,,,,,,540,2263,58
