rank,rating_numeric,num_played,player_id,summoner_region,riot_id,puuid,rating,live.encryption_key,live.game_start_time,live.match_id,live.player_id,live.type,stats.RecentResult.ItemData.AD,stats.RecentResult.ItemData.AP,stats.RecentResult.ItemData.Tank,stats.RecentResult.avg_similarity,stats.RecentResult.board_strength_percentile_sum,stats.RecentResult.damage_percentile_sum,stats.RecentResult.lpChange,stats.RecentResult.num_played,stats.RecentResult.percentile_count,stats.RecentResult.place_sum,stats.RecentResult.topCarries,stats.RecentResult.wins,stats.appMatches,stats.currentPatchResult.ItemData.AD,stats.currentPatchResult.ItemData.AP,stats.currentPatchResult.ItemData.Tank,stats.currentPatchResult.avg_similarity,stats.currentPatchResult.board_strength_percentile_sum,stats.currentPatchResult.damage_percentile_sum,stats.currentPatchResult.lpChange,stats.currentPatchResult.num_played,stats.currentPatchResult.percentile_count,stats.currentPatchResult.place_sum,stats.currentPatchResult.topCarries,stats.currentPatchResult.wins,stats.num_played,stats.place_sum,stats.wins
264,4103,636,142208705,kr,혁 듕#KR1,aHfP-AGq6QeLlBWz_UIdFa3wPqGlPZz0csRTrxTCWBTiPbm9jWPWy5A3bQUVyv-dMGCFh2Jy6Fsm8A,CHALLENGER I 1303 LP,,,,,,78,61,106,0.1613,789,1046,31,20,20,78,[],3,True,3,0,9,0,30,3,30,1,1,2,"[{""character_id"": ""TFT15_DrMundo"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Udyr"", ""count"": 1, ""avg"": 2}]",0,636,2509,123
265,4103,474,137960980,vn2,Nakano Yotsuba#20000,OWY4eQkhPqdl9z3tqipj-iXx65QQ9wj9S7OgEsBbr1W_UlynwO7syVrmlMuTS7eKP3hwmWgFpHRBgQ,CHALLENGER I 1303 LP,,,,,,89,62,110,0.1852,780,802,388,20,20,59,[],3,False,,,,,,,,,,,,,474,1974,64
266,4102,199,450367473,sg2,Kuyรอ10#KUY99,4LoYwqNiPp8L5N4O_cm5TIeWWqRhan4OtlAxF8rYrqItFyy9EuA1YE8Tqj3wMIq5nPQHmfL5L4FJHg,CHALLENGER I 1302 LP,,,,,,68,81,101,0.2241,1160,1278,88,20,20,67,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.5714285714285716}]",7,True,,,,,,,,,,,,,199,660,63
267,4102,493,214794311,kr,따봉 람머스#KR1,nBqgZpWWs5goLLzlqCscZnl2EUYp9XfqP4jGqODDETQIli7a1BkuLLfhmGpJ68ksp89I7VNVJ3otaA,CHALLENGER I 1302 LP,,,,,,67,68,114,0.3934,970,1218,-89,20,20,79,[],8,False,9,9,10,0.3571,211,116,-35,3,3,14,[],1,493,1958,75
268,4101,901,142663005,vn2,BDG h1ha#mhieu,ONp1sOh1v6W0qw-hiV233iK2SvNgIjFCck7XwE7uDUOFgtobqf6bUaDIvm0mHDPakgjk5ha27bGD7g,CHALLENGER I 1301 LP,,,,,,51,97,118,0.2436,843,1220,-42,20,20,85,"[{""character_id"": ""TFT15_Yuumi"", ""count"": 9, ""avg"": 3.8}]",3,True,9,8,16,0.1,131,121,-2,2,2,8,"[{""character_id"": ""TFT15_Viego"", ""count"": 1, ""avg"": 7}, {""character_id"": ""TFT15_Samira"", ""count"": 1, ""avg"": 7}]",1,901,3913,121
269,4101,179,566731987,kr,민재당#002,7XUP8sg8RGFO6VofG1QVYMI-xIVMc3xZ7k2Z2VU3vXECx39w9gk_8t7sRLBtmaGk694AQxXi97hbsg,CHALLENGER I 1301 LP,,,,,,66,79,96,0.1908,721,833,413,20,20,58,"[{""character_id"": ""TFT15_KSante"", ""count"": 11, ""avg"": 3.3333333333333335}, {""character_id"": ""TFT15_Akali"", ""count"": 8, ""avg"": 3}]",5,False,,,,,,,,,,,,,179,631,35
270,4101,648,137774280,vn2,TLN MidFeed#1010,EG-gmhZ4SQyI_B3JTc9TVYfHUYAdlFvkzK6ktkiY7K0UI1WAe4wLeP8FQnXfvCPcxKpE6ih4xEw9Sw,CHALLENGER I 1301 LP,,,,,,79,74,99,0.3602,945,1288,-114,20,20,87,[],2,False,,,,,,,,,,,,,648,2407,146
271,4100,330,2529270,jp1,CN某不知名选手#0419,8-bXM4DS34NsYbqEjUdE--RYPvE4gxj1EhJg4lm0zcBd0ebw6VRWWgerpd-qipHsONlc79UpHBFMTw,CHALLENGER I 1300 LP,n3oabo8xFg3qaezZSHxCmfu47WkeADPT,1762357071338,JP1_544022851,2529270,leaderboard,77,72,118,0.2149,1182,1245,300,20,20,58,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 2.6}]",8,True,,,,,,,,,,,,,330,1273,76
272,4100,422,137906134,vn2,REVO Mobpsycho#6969,NFd9j0McVLenDAv1xUFvs2KHYMfMGDXOy1U_5W2TvLjLrP5fRzINKNqQksmjZO8DjiZPr7cLCGSBfA,CHALLENGER I 1300 LP,,,,,,89,61,122,0.3154,927,801,-196,20,20,86,[],3,False,,,,,,,,,,,,,422,1593,82
273,4097,463,298012298,vn2,Fun to Win#OSD,_MBcqF-Nn50Nn7mhgso_cXm8K3S64kyR91p5wK8JOabNbU_o56qYcfhHNhBpQm0jen6YlAYa67JeyA,CHALLENGER I 1297 LP,,,,,,67,90,119,0.2767,911,946,276,20,20,64,[],4,False,,,,,,,,,,,,,463,1934,72
274,4097,165,567317420,kr,복복이#LHB,SydT2bVQRU65P30exHAdkAYAnUqbykmduzb66Sc0Ln7JcvrJ6Y--i4x4QsesJV22uCepk4RPPL9loA,CHALLENGER I 1297 LP,VTIatU3wsvOFzm4qzrRxYmlKQ8JEpK6q,1762357918698,KR_7900131645,567317420,leaderboard,98,47,112,0.3464,1076,1036,40,20,20,79,"[{""character_id"": ""TFT15_Braum"", ""count"": 15, ""avg"": 3.3125}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 9, ""avg"": 3.111111111111111}]",3,True,31,19,35,0.3171,378,381,156,8,8,23,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 6, ""avg"": 2.6666666666666665}, {""character_id"": ""TFT15_Braum"", ""count"": 5, ""avg"": 2.3333333333333335}]",2,165,543,56
275,4097,229,209572571,kr,Blue#KR074,uKZ0Zg9Vcvp8JvhfV3GZCP4okIWFuWdbwMhc9py3xZckAQKrcDFAx1kyPfpA2cUSuwYoD_uZjyvvWg,CHALLENGER I 1297 LP,,,,,,73,91,111,0.3513,1307,1320,245,20,20,67,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 3.875}]",6,True,,,,,,,,,,,,,229,866,48
276,4093,345,138017673,sg2,Hokkau#512,D2dQUWgAXgTdc2tdUvMa5IkDWJoafigtvB8yxw9nBxQm5gtpzLp1pyfV63AxFgscdJUgVell96CZ-w,CHALLENGER I 1293 LP,,,,,,37,84,127,0.1828,1234,1263,-149,20,20,84,[],5,True,,,,,,,,,,,,,345,1323,69
277,4093,676,386940,kr,꿍실냐옹#슈퍼이끌림,PicHxYrV__5fC8LJzVRQnCJjxZLr79nh8Ry5buHBhknCK42ewiP5JxB-DwGrIunWOzb_DKExNCFOug,CHALLENGER I 1293 LP,,,,,,67,79,122,0.157,932,1001,135,20,20,70,[],2,True,,,,,,,,,,,,,676,2814,98
278,4092,457,1361742,eun1,FF P4c3S#17194,81HP36-7h1woIjhBZKQhMQ7HdJTlI-WzL7wT7IeQruKBbDJxn9BE7EiBuaLr41s1whqx9yyL-W_XwA,CHALLENGER I 1292 LP,X2uPcRmD3Cfm666arab1pgOIFVjIeQim,1762357998168,EUN1_3854954990,1361742,leaderboard,75,72,144,0.1912,989,1063,265,20,20,59,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 1.9}]",6,False,30,24,58,0.2127,202,223,94,6,6,15,"[{""character_id"": ""TFT15_Braum"", ""count"": 5, ""avg"": 2.4}, {""character_id"": ""TFT15_Swain"", ""count"": 4, ""avg"": 2.4}]",2,457,1826,67
279,4092,391,566551165,vn2,Kaio#2210,t5iutyH0uvCoJScWaPFCLyMtkOy7M50y2h1i6E_nsnFm-h8sdF1LYo5YtW1b9Lje0f-Ca_e_e0uG4Q,CHALLENGER I 1292 LP,,,,,,71,61,104,0.2735,858,980,246,20,20,69,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 2.3}]",4,True,31,22,37,0.2153,277,442,157,9,9,27,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 4, ""avg"": 2.25}]",2,391,1590,80
280,4092,472,138367914,vn2,270399#vn11,51fOGroCtgJ4QyquQV5E6vIEI0VReIDh6vRTfB8wEcZotbE6G-ku6BNa490LQIjFhv41MXqlPLU9nw,CHALLENGER I 1292 LP,,,,,,101,60,87,,908,1072,133,20,20,74,[],4,True,25,6,13,0.2778,180,156,82,3,3,7,"[{""character_id"": ""TFT15_KSante"", ""count"": 3, ""avg"": 2.3333333333333335}, {""character_id"": ""TFT15_Jinx"", ""count"": 3, ""avg"": 3.3333333333333335}]",1,472,1945,67
281,4092,285,360438103,la1,PoisonEnder#Ender,RdvUzIxpyltJiqB7O7PAUMaEFzQh6Eh2FgeIHGGAkoOB3vGhRkaUfY6TE8PnhpHRhvOOpbd_A2TahA,CHALLENGER I 1292 LP,,,,,,82,89,97,0.1626,643,1096,1,20,20,68,[],2,False,7,0,3,0,22,60,15,1,1,2,"[{""character_id"": ""TFT15_Jhin"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Jinx"", ""count"": 1, ""avg"": 2}]",0,285,987,53
282,4091,790,4257131,la1,TFT Zalear#LAN,aVsnaSlPxlUJtJ2oQYup6-n8jMdRO1uvpqiaNri15V5f4jh1rxdBcfYyh79KBbeQ8_BrCVwK8IpxLA,CHALLENGER I 1291 LP,,,,,,62,66,120,0.2136,996,889,73,20,20,72,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 2.6363636363636362}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 9, ""avg"": 3.090909090909091}]",2,True,,,,,,,,,,,,,790,3143,112
283,4091,743,2867651,na1,Tropical#xdd,uIgKhU9EEJKU2MDcr_65bPlXzUoITnGDeIf2joCS72UsWAvJvHTbayT5VpBMCOAA_CshqAvnF-BGVg,CHALLENGER I 1291 LP,,,,,,79,65,81,0.1355,834,936,-37,20,20,83,[],5,False,,,,,,,,,,,,,743,3134,118
284,4090,655,414175358,vn2,fek#0707,uCPCFkO-6u_Ck8nmm-2T9jj7-EwPAlHBI5p-Vgwe7BOqeLNs4TeNuwp2GjYPv7vY3A3gHbk59uFCEg,CHALLENGER I 1290 LP,,,,,,68,60,110,0.1849,950,1109,96,20,20,80,[],3,False,,,,,,,,,,,,,655,2751,100
285,4090,628,262602002,vn2,YoungBen#2412,B6foxVPutRy_oUgRKc7bkgvLrmeetfjxx_chef19N_cdMXQIg_QaYyrH47yugqSJ6imVi7stdP4EZA,CHALLENGER I 1290 LP,,,,,,84,67,119,0.1675,1082,1173,112,20,20,72,[],7,True,,,,,,,,,,,,,628,2582,111
286,4090,898,256027811,vn2,chendianping#vn2,JZSIlkt7CMp2saQO2ubqxrNiPb4gJ8egA9V4XCNq2gQ1U7bpRwFo66UFVue8ilrQ7u8JTB6Ukg3pFw,CHALLENGER I 1290 LP,,,,,,57,63,125,0.2352,1110,1166,16,20,20,78,[],4,True,,,,,,,,,,,,,898,3927,160
287,4089,636,141209407,vn2,MP Huy1#1811,sLwvjEjpMfUG7yRKsL6s9BnGOVROQUseRC6X2lWqIJLNdhPthFZkyl22uwlF92thYwCDqFsta4D2Aw,CHALLENGER I 1289 LP,,,,,,90,44,113,0.1836,1036,987,78,20,20,75,[],5,True,13,7,15,0.3111,121,101,-25,3,3,14,[],0,636,2653,99
288,4089,309,4582163,kr,보토르#KR1,7IjwEnAFcJLNFq6uNFIu6-TmP4ztJb0e2c67KOkXLgGIjpxLnJEa-STtQ2CqmGB_a_IbR87HwN7afQ,CHALLENGER I 1289 LP,,,,,,63,71,108,0.2147,872,790,-123,20,20,86,[],1,False,,,,,,,,,,,,,309,1185,69
289,4088,527,1288315,la1,STR Santinho#999,nht4qj4jP4dd9ntLnY2O2O0ibPPlU5AdO2NkaG6bFxVLFLD6c1L0doUvBpSlltGGS86_vlje53l19A,CHALLENGER I 1288 LP,,,,,,84,53,100,0.3254,1110,1141,-96,20,20,75,"[{""character_id"": ""TFT15_Braum"", ""count"": 11, ""avg"": 4.1875}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 9, ""avg"": 4.444444444444445}]",7,False,,,,,,,,,,,,,527,1927,111
290,4088,430,450391782,sg2,HERTA#127,42VTjL_pCVjYYuD0x0I2xHtT9CFWARiR0XTWbqkqD0JhK_tSMH6o90u-tty43fxktWa9p804kosu8g,CHALLENGER I 1288 LP,,,,,,70,76,109,0.2031,886,1050,52,20,20,75,[],3,False,,,,,,,,,,,,,430,1717,67
291,4088,561,421499,eun1,Nýgen#EUNE,F0zK9kh5003Os17uizXPCXSxAuEpw4M9s_0RNDWOr22LuknmVFZ_BhrB9XVqVLkPq4ee6d4_PYcZuA,CHALLENGER I 1288 LP,,,,,,76,70,108,0.1253,878,1063,95,20,20,72,[],3,False,,,,,,,,,,,,,561,2115,119
292,4087,994,249346727,vn2,Easyy Love#9999,hF9Zrqnv-Hx5C6c1US6saBOd1ECYBySamWNAKEcrRduufOwVbBHgYVoUZlOI4N0fRXB2zPoJh4nKpw,CHALLENGER I 1287 LP,,,,,,108,35,93,0.2393,1044,1082,100,20,20,74,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 2.5454545454545454}]",5,False,,,,,,,,,,,,,994,4286,119
293,4087,363,252484217,vn2,opken#123,tc1GMi_NaxPfgK_faQJu_Pry0kFmZyatkgxkCeKbleMjyqYLlQHr41KpFGBLaL4a0BOBe_35p6HYzQ,CHALLENGER I 1287 LP,,,,,,89,53,98,0.2908,1037,1063,79,20,20,77,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 10, ""avg"": 3.4}, {""character_id"": ""TFT15_Sett"", ""count"": 9, ""avg"": 3.8181818181818183}]",5,False,5,0,3,0,98,87,10,1,1,4,"[{""character_id"": ""TFT15_Sett"", ""count"": 1, ""avg"": 4}, {""character_id"": ""TFT15_Braum"", ""count"": 1, ""avg"": 4}]",0,363,1466,62
294,4087,714,206356658,vn2,VKain1#krahs,2Ak-MDVJIb-S0N1Pyylf258vYtebjr1vCHBdTp9RkG8WNrsvVbyEtiScdvuvB_BhdfQ4I5uPcuyYPA,CHALLENGER I 1287 LP,,,,,,82,72,120,0.1349,1081,1055,306,20,20,67,[],5,False,,,,,,,,,,,,,714,3060,114
295,4086,488,139022431,tw2,河野悅子#Hey27,ts2qQ9GZAnVhULx_EOG21WNqGIxYLqZCcLk-mJ_lZ8t2zvJo5jhjw1fRHP_1g8gJeHq5ZNP7Xtr88Q,CHALLENGER I 1286 LP,,,,,,74,78,108,0.2134,775,1016,-30,20,20,76,[],4,False,,,,,,,,,,,,,488,1971,92
296,4086,334,138089605,vn2,Trâm ơi cíu a#TsT,Qos-mQZwKp-BydDgY7qr6WergxK1uJArPp4wP3aPv9_YspsBOYk2MWnw4iWauwl73LNFKzXS4sC4Og,CHALLENGER I 1286 LP,,,,,,65,62,100,0.2293,945,969,123,20,20,75,"[{""character_id"": ""TFT15_Leona"", ""count"": 8, ""avg"": 3.125}]",5,True,,,,,,,,,,,,,334,1337,63
297,4085,454,140782762,vn2,Co1nnnnn#1210,W8pDwB3jsE3fLYhJGo8rbubVhfpJSY-GWaLcJukfFPIGPVrnHGfR-vv81zvLKoN4tyzSkKGNb35Zqw,CHALLENGER I 1285 LP,,,,,,81,73,114,0.134,1215,883,169,20,20,71,[],3,True,,,,,,,,,,,,,454,1854,71
298,4085,373,552990498,vn2,EA7 Shader1#EA7,bBOhWwz3oaDFjU_U0Wn4rlLbNX8vm66GAxYKjf9Z6Y6bTO_fFFoF4E8xkN61dYBoEReArMaNn-DC2w,CHALLENGER I 1285 LP,,,,,,46,83,105,0.1423,1121,1040,-108,20,20,87,[],2,False,,,,,,,,,,,,,373,1484,59
299,4084,435,1154948,br1,muka#tft,mRJ7A4EL867MlVjNKfvS9OnjsruRMDI5_lkaq_G97X9-Ld7Pe7e7wCLIlJHXKhggsnY4R6A4RphTAg,CHALLENGER I 1284 LP,,,,,,56,95,105,0.242,997,972,239,20,20,55,[],8,False,,,,,,,,,,,,,435,1673,76
300,4083,776,219937380,kr,필보고챌#KR712,UF8_PfRenbHIKwc6imqpGQ1EflhGj0U_xUPrMPS7xCLLz9lvriIpprSYbjDK7CBhUIYvWe3MPx0UMA,CHALLENGER I 1283 LP,,,,,,94,58,94,0.2031,1076,847,169,20,20,74,[],2,True,,,,,,,,,,,,,776,3322,125
301,4083,323,138418590,vn2,Dean#1711,rquApvO8kyGyGnnfiXbk9PLdGjFEQ0sWoPxoBRuk6o6L60bhAahAILBxuApWWAEL_TEKWt1PqVVG5A,CHALLENGER I 1283 LP,,,,,,40,93,123,0.38,1090,1150,-83,20,20,86,"[{""character_id"": ""TFT15_KSante"", ""count"": 10, ""avg"": 4.3}]",3,False,,,,,,,,,,,,,323,1273,67
302,4083,326,1384532,la1,Josbar#LAN,SYtfAB6QP1xXWzPU7npS1JYipnsXspuP7Pwg2pM2Sugymh20Q6DKD1hNIp_KH-9sxM9DXqN5m9W1sQ,CHALLENGER I 1283 LP,,,,,,103,44,115,0.2085,971,1076,115,20,20,63,[],7,True,,,,,,,,,,,,,326,1157,54
303,4083,1364,450536893,sg2,Juswa Garcia#TFT,WPhnDs5aXAG3YOzR1dr2MfRlK-GFKQYEhXOB8T53AN55HeAgy1DUU0LgzpdmpbhiQ6SXUdm4YhLwhA,CHALLENGER I 1283 LP,,,,,,63,77,106,0.2724,882,988,68,20,20,72,[],2,True,9,3,3,0,73,55,13,1,1,2,"[{""character_id"": ""TFT15_Ashe"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Sett"", ""count"": 1, ""avg"": 2}]",0,1363,5726,211
304,4083,962,202874381,vn2,NicentMix#9Cent,cbGhU19Iet_n4dxMuXgPv33TuthiQPNws4xzWK6k-1HuS1JQkLXRIIejkMdsLolUnOLWHQrVoW7qww,CHALLENGER I 1283 LP,,,,,,69,80,120,0.3812,838,913,-55,20,20,86,"[{""character_id"": ""TFT15_Zac"", ""count"": 9, ""avg"": 4.428571428571429}, {""character_id"": ""TFT15_Kayle"", ""count"": 8, ""avg"": 4.125}]",1,False,9,14,16,0.8,208,156,-35,3,3,15,"[{""character_id"": ""TFT15_Lucian"", ""count"": 2, ""avg"": 5}, {""character_id"": ""TFT15_Senna"", ""count"": 2, ""avg"": 5.25}]",0,962,4124,127
305,4079,605,3710333,kr,지보배#KR1,F9G_0_IKEwjXCqlz1lMc6HRWOcJL_PyeD-J3TZbCempasMNWT9hWTiGSiHNw4iMNgkTm5hoL7Sf7Kg,CHALLENGER I 1279 LP,,,,,,85,60,112,0.1839,1195,970,79,20,20,77,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.25}, {""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 2.5454545454545454}]",4,True,,,,,,,,,,,,,605,2342,109
306,4078,561,4580893,jp1,ぬこ丸#JP1,DbDnAluXDrcfbzLiv0WgsSR7h5RpdBGFBEBjyDkTphaDtmbjROHA1ajBC9mj5Zx2lMy-swUM4oPdzw,CHALLENGER I 1278 LP,,,,,,70,78,141,0.203,975,992,-282,20,20,93,[],2,True,,,,,,,,,,,,,561,2196,113
307,4078,823,551061,eun1,Nameless#4444,SkRWrGUBrav1_pO-QOdtezj0xzaPkSUSOwPUVZkskQytfsSzRnf3WXLLZU6uIHudVZLebD5Qno0hPQ,CHALLENGER I 1278 LP,,,,,,57,99,122,0.2661,1146,1053,-485,20,20,63,"[{""character_id"": ""TFT15_Swain"", ""count"": 10, ""avg"": 2.8}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 3.2}]",7,False,,,,,,,,,,,,,823,3199,129
308,4077,1330,450367267,sg2,TTVBubu1150#qquer,yT-b4JoJEcIDsproA0PSi9II_SpVh3G6KBmj6v8npKtUlIaqeJo3-hqKd0tPBXXUVSICvbUQOuUKNA,CHALLENGER I 1277 LP,2QB7NuxSUrPRw/tIfhfSPTeAcpIfzGBI,1762357983170,SG2_110352923,450367267,leaderboard,55,95,116,0.1979,975,1025,28,20,20,69,[],3,False,5,0,6,0,40,44,10,1,1,4,"[{""character_id"": ""TFT15_Zac"", ""count"": 1, ""avg"": 4}, {""character_id"": ""TFT15_Jhin"", ""count"": 1, ""avg"": 4}]",0,1330,5545,217
309,4077,867,213117332,vn2,Tiếu Tiếu#2711,5Og8Xy3K6GN9BisEm7QnVe6AyKaw-80ESwanvZuWe4oJGT0MuPspNZpf7BFIjoa_LXiCVfoGLXga7w,CHALLENGER I 1277 LP,,,,,,98,52,88,0.2952,1088,856,72,20,20,79,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 3.8181818181818183}, {""character_id"": ""TFT15_Sett"", ""count"": 8, ""avg"": 4.2727272727272725}]",4,False,50,26,45,0.3519,488,450,155,9,9,27,"[{""character_id"": ""TFT15_Braum"", ""count"": 5, ""avg"": 2.4}, {""character_id"": ""TFT15_LeeSin"", ""count"": 4, ""avg"": 2.5}]",3,867,3653,171
310,4076,517,4398546,na1,Chunington#intt,uVziJjbXnmpyHjswrHrJtt9CPQsKZK8ueWqwtGSeU6h4AidZcIwURG2cXvMqE1w-xKUcyAYn0iPdNQ,CHALLENGER I 1276 LP,,,,,,84,66,120,0.226,1187,1461,5,20,20,72,"[{""character_id"": ""TFT15_Zyra"", ""count"": 10, ""avg"": 3.4615384615384617}, {""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 2.3636363636363638}]",7,True,,,,,,,,,,,,,517,1987,99
311,4076,521,231674555,vn2,Thành#99F1,bEqN19y6LyFbISwaY9YwnYhmuBbNCtHBY6Xe41KU2IBF3n_hj8ahYELZknHLlERG4MiPe6vpKjpRGA,CHALLENGER I 1276 LP,,,,,,130,32,82,0.402,1095,999,58,20,20,80,"[{""character_id"": ""TFT15_Jinx"", ""count"": 10, ""avg"": 3.8}, {""character_id"": ""TFT15_Poppy"", ""count"": 10, ""avg"": 3.8}]",3,False,,,,,,,,,,,,,521,2175,75
312,4074,759,392883710,vn2,Bánh Ly Que Quẻ#2004,ben1XDUhTvLXEQC2xreK9_9xEJbQlR-wnjvglKH8PahShveWaLK_vtcfxEjAn2iF0BrSpqE0qqavMQ,CHALLENGER I 1274 LP,,,,,,53,92,96,0.162,752,946,79,20,20,75,[],4,False,,,,,,,,,,,,,757,3177,112
313,4073,355,685517,eun1,resorsec#999,XQGLh9ZDXKpL4qxg6vrAf2dBbmQXbxWeSbx67H8c-UyP4BUnCIfhD8Co2gtNiTLwP_1O_K5Ecv9QJA,CHALLENGER I 1273 LP,,,,,,96,66,105,0.1465,886,928,101,20,20,68,[],5,True,,,,,,,,,,,,,355,1356,57
314,4073,1089,414515169,jp1,Lilei李雷#444,ihzfSEpgdvlU8ETkLOv47NQvf6xO5rmdN9BQ-8IAt_F7U16UbfTTlH18FbAM9KoGjn7CrraI1c1f9w,CHALLENGER I 1273 LP,,,,,,92,58,103,0.197,1226,1078,-51,20,20,82,[],4,True,15,19,24,0.117,337,185,-57,5,5,23,[],1,1089,4641,166
315,4071,412,450397115,sg2,Icd#Icedd,WuWVlanXvq1p6jIf-1yfzM2rC2UenlE6RQjR-Ls9Ajvx5zicWbY5o8vFUHhj7KyGnkyRI3wX3nvmDA,CHALLENGER I 1271 LP,,,,,,60,80,76,0.3811,1125,900,252,20,20,60,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 9, ""avg"": 2.888888888888889}, {""character_id"": ""TFT15_Leona"", ""count"": 8, ""avg"": 3.2222222222222223}]",5,False,,,,,,,,,,,,,412,1654,81
316,4071,488,32484556,kr,들장미#들장미,HzHKMmf0Uc_M9qls7FXv4di-UXrsw6ccd2L6zNcSxinjqQZOC47PiyWReNC0hQ-_lQpfq3u7UL0aWw,CHALLENGER I 1271 LP,,,,,,78,60,119,0.1423,948,1122,-74,20,20,82,[],4,False,,,,,,,,,,,,,488,2026,79
317,4070,700,215765361,vn2,MU Ngu Si Đần#vn2,IOP2nnxedn1cwvbYVW7JQuUsnsAB_7EFlwdaXSxJaw2cu8K4EZOf5tHz2it6fb56RIgzBnTg1qG1WQ,CHALLENGER I 1270 LP,,,,,,115,53,96,0.2771,916,997,24,20,20,80,"[{""character_id"": ""TFT15_Sett"", ""count"": 10, ""avg"": 3.5454545454545454}, {""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 3.4545454545454546}]",4,False,,,,,,,,,,,,,700,2999,123
318,4070,403,4618234,kr,공룡박사 푼봉이#KR1,XeVKsPdlaHjok5GGRKm5YDoxmWWcemJvD4N7aMww4vfMmx3OIHmPow1b1ShSumf6ZzCV1jqa8VZTPQ,CHALLENGER I 1270 LP,,,,,,92,76,109,0.5896,589,1155,-10,20,20,82,"[{""character_id"": ""TFT15_Karma"", ""count"": 15, ""avg"": 3.8666666666666667}, {""character_id"": ""TFT15_LeeSin"", ""count"": 15, ""avg"": 4}]",3,True,,,,,,,,,,,,,403,1659,67
319,4070,584,256850836,kr,신 한#KR1,BqFMVb-y3idLvEyu0k79myX_x551jUC-BtAybpJOnEOe0eMBWZdrD3V83rGzhPU8d0Vkd5zsfVLOtA,CHALLENGER I 1270 LP,NqU0xk5zQDE7xnVnrVb/I4LHdlsjrr3+,1762358174946,KR_7900140423,256850836,leaderboard,81,55,111,0.2117,960,850,293,20,20,67,"[{""character_id"": ""TFT15_Sett"", ""count"": 8, ""avg"": 2.7777777777777777}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3}]",2,False,,,,,,,,,,,,,584,2491,72
320,4070,765,238076865,jp1,アゲアゲドラゴン#JP2,p3ixghclgB0WVT9DYTq4ASsh3E6MPmqCQBMIAG6SwbRoWhiTE_AwvozCuaAl7yNhd4lgyzIowt2kng,CHALLENGER I 1270 LP,,,,,,71,73,97,0.1402,1072,897,160,20,20,66,[],7,True,25,31,36,0.0764,315,330,151,7,7,17,"[{""character_id"": ""TFT15_Rakan"", ""count"": 3, ""avg"": 2.6666666666666665}, {""character_id"": ""TFT15_Katarina"", ""count"": 3, ""avg"": 2.6666666666666665}]",3,765,3105,139
321,4069,763,568574,kr,물이 많은 그녀#KR1,KHDQxOEX60Lq3g3QmyvFLB9okz145MPlr5CvGOi0M8oUkXf7AuabNfwSUtCJqzxLN_z8YH2lPN0_fA,CHALLENGER I 1269 LP,,,,,,77,79,110,0.2272,889,910,210,20,20,71,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 3}]",4,True,41,47,62,0.1241,413,342,205,10,10,29,"[{""character_id"": ""TFT15_KSante"", ""count"": 5, ""avg"": 3}]",1,763,3263,92
322,4069,748,142617532,kr,인성파탄난쓰레기#1234,pY1whjuyL7JKVRnTyPJ-VJG60CSABRVb2N40y6rHuXYi5DojlH5X7Gs9uvfASB5x_ElBUhFnLpp2yQ,CHALLENGER I 1269 LP,,,,,,50,73,118,0.3379,955,1127,-129,20,20,84,[],5,False,,,,,,,,,,,,,748,3017,128
323,4069,585,137957187,vn2,H A N 1#1401,dVYMQeAmfIDRdh4RmKEaBIxF3AOArDiOfdnZXYpOJllWKiF3_32w70aZmdwWppKuE5rE6EBbXPkVRw,CHALLENGER I 1269 LP,,,,,,77,76,104,0.0634,919,833,-184,20,20,93,[],3,False,,,,,,,,,,,,,585,2283,106
